sensor_id,plant_id,timestamp,power_consumption,voltage,current,temperature,power_factor,frequency,is_anomaly
SENSOR_A02,PLANT_A,2026-06-28T22:48:47.812187Z,454.13,219.43,1.8,64.63,0.85,49.93,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:47.812187Z,493.73,221.95,1.76,67.98,0.882,49.93,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:47.812187Z,445.45,219.84,2.01,61.12,0.851,49.94,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:47.812187Z,486.74,218.47,2.51,69.15,0.885,49.99,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:47.812187Z,239.95,219.21,1.31,57.13,0.889,50.02,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:47.812187Z,208.68,218.16,0.94,55.83,0.885,50.08,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:47.812187Z,253.04,221.34,0.94,58.15,0.872,49.95,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:47.812187Z,253.89,218.6,0.21,46.74,0.889,50.06,1
SENSOR_C02,PLANT_C,2026-06-28T22:48:47.812187Z,204.79,221.82,1.28,44.01,0.877,50.01,1
SENSOR_A01,PLANT_A,2026-06-28T22:48:48.822152Z,475.46,221.22,1.85,66.28,0.881,50.05,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:48.822152Z,461.13,218.99,1.84,66.16,0.874,49.91,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:48.822152Z,495.86,219.46,2.6,68.7,0.886,49.91,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:48.822152Z,437.59,220.92,2.46,61.46,0.886,50.08,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:48.822152Z,477.82,220.73,1.95,65.76,0.881,50.09,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:48.822152Z,242.24,219.55,1.25,55.38,0.884,49.91,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:48.822152Z,225.44,220.11,0.59,56.73,0.879,50.02,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:48.822152Z,256.66,219.74,1.49,60.74,0.884,49.92,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:48.822152Z,121.83,219.36,0.8,46.69,0.85,50.07,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:48.822152Z,96.32,220.19,-0.04,44.42,0.852,50.01,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:49.825823Z,478.33,221.53,2.59,67.32,0.882,49.97,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:49.825823Z,458.33,220.66,2.43,66.52,0.86,49.97,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:49.825823Z,496.81,145.8,2.93,67.74,0.854,49.93,1
SENSOR_A04,PLANT_A,2026-06-28T22:48:49.825823Z,428.64,218.36,2.02,63.75,0.851,49.98,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:49.825823Z,486.8,220.03,1.92,67.9,0.874,50.07,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:49.825823Z,246.05,218.42,1.08,57.82,0.857,49.91,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:49.825823Z,212.97,218.3,0.63,54.22,0.869,49.95,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:49.825823Z,260.1,221.81,1.43,57.57,0.883,50.08,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:49.825823Z,112.86,219.81,0.85,45.56,0.866,49.99,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:49.825823Z,106.11,221.67,0.24,44.67,0.866,50.09,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:50.835380Z,482.2,219.37,1.95,67.8,0.855,50.0,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:50.835380Z,462.99,220.11,2.11,63.62,0.551,53.31,1
SENSOR_A03,PLANT_A,2026-06-28T22:48:50.835380Z,500.55,218.26,1.87,68.04,0.859,50.0,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:50.835380Z,441.38,221.07,2.19,62.2,0.856,49.91,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:50.835380Z,486.86,219.45,1.91,69.29,0.863,50.06,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:50.835380Z,245.03,219.94,0.62,58.13,0.85,50.04,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:50.835380Z,217.57,220.59,1.36,56.67,0.856,50.01,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:50.835380Z,247.31,219.25,0.99,60.27,0.86,49.93,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:50.835380Z,108.21,219.56,0.31,46.15,0.887,49.99,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:50.835380Z,102.69,218.73,0.39,46.4,0.867,50.07,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:51.841317Z,472.61,218.4,1.9,66.37,0.86,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:51.841317Z,450.81,218.62,2.06,65.9,0.855,50.05,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:51.841317Z,489.9,220.82,2.1,67.64,0.87,50.09,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:51.841317Z,436.59,219.16,1.92,63.74,0.887,50.02,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:51.841317Z,475.48,220.4,2.65,68.54,0.857,50.05,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:51.841317Z,246.05,221.64,1.25,56.87,0.856,49.93,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:51.841317Z,211.52,218.1,1.13,56.92,0.852,49.98,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:51.841317Z,246.67,142.19,2.33,58.33,0.882,49.95,1
SENSOR_C01,PLANT_C,2026-06-28T22:48:51.841317Z,105.64,218.47,0.55,49.43,0.871,49.9,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:51.841317Z,111.74,221.4,0.99,43.65,0.858,49.9,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:52.846968Z,478.83,221.91,2.58,65.55,0.852,50.07,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:52.846968Z,451.43,219.38,2.02,66.08,0.884,49.99,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:52.846968Z,496.09,218.19,1.87,68.96,0.851,49.94,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:52.846968Z,441.85,218.35,2.37,61.29,0.889,50.03,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:52.846968Z,489.26,220.13,1.78,67.38,0.881,50.03,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:52.846968Z,230.18,219.56,0.64,56.17,0.858,50.05,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:52.846968Z,223.59,219.1,0.8,53.16,0.868,50.0,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:52.846968Z,252.03,219.05,1.6,57.66,0.863,50.05,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:52.846968Z,117.86,221.3,0.12,45.74,0.854,50.06,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:52.846968Z,114.0,221.69,0.3,44.42,0.856,49.91,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:53.854563Z,466.7,220.68,2.44,66.43,0.889,49.92,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:53.854563Z,448.32,219.43,2.47,65.3,0.868,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:53.854563Z,502.41,221.72,2.72,69.38,0.882,49.95,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:53.854563Z,444.5,219.25,2.03,61.23,0.873,50.06,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:53.854563Z,1012.16,219.47,4.17,69.36,0.866,50.08,1
SENSOR_B01,PLANT_B,2026-06-28T22:48:53.854563Z,238.11,220.38,0.92,57.78,0.883,49.91,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:53.854563Z,213.74,218.48,0.61,55.88,0.885,50.02,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:53.854563Z,261.05,219.33,0.98,57.1,0.884,50.1,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:53.854563Z,123.72,220.61,0.6,48.91,0.876,50.1,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:53.854563Z,107.24,220.87,0.38,47.38,0.87,50.08,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:54.862299Z,469.3,219.69,2.13,65.51,0.865,50.08,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:54.862299Z,460.08,218.92,2.27,63.12,0.857,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:54.862299Z,488.7,219.49,1.75,68.85,0.856,49.98,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:54.862299Z,440.58,218.63,1.91,62.22,0.852,49.96,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:54.862299Z,490.94,221.84,2.13,67.48,0.862,50.06,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:54.862299Z,229.04,221.23,1.29,58.06,0.873,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:54.862299Z,213.5,220.17,1.34,56.91,0.879,49.92,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:54.862299Z,259.35,218.45,0.83,59.17,0.868,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:54.862299Z,118.2,219.86,0.92,45.95,0.867,49.92,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:54.862299Z,217.73,219.27,1.28,43.63,0.862,50.03,1
SENSOR_A01,PLANT_A,2026-06-28T22:48:55.864925Z,471.72,218.62,1.92,67.8,0.862,49.92,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:55.864925Z,452.45,221.88,1.62,65.73,0.881,50.09,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:55.864925Z,492.15,218.41,2.74,70.31,0.866,49.91,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:55.864925Z,427.31,221.33,1.95,62.01,0.884,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:55.864925Z,492.25,218.24,2.58,68.6,0.861,49.98,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:55.864925Z,230.02,219.13,1.27,55.87,0.88,49.99,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:55.864925Z,225.15,221.6,1.5,55.96,0.859,50.01,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:55.864925Z,266.38,218.95,1.36,58.84,0.863,50.07,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:55.864925Z,118.02,221.72,0.97,46.87,0.859,50.03,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:55.864925Z,102.71,221.62,0.54,46.68,0.873,50.0,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:56.875732Z,469.68,220.09,2.41,67.4,0.874,50.04,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:56.875732Z,450.45,220.19,2.12,65.65,0.865,50.1,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:56.875732Z,500.34,221.42,2.49,68.12,0.86,49.94,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:56.875732Z,896.08,220.07,5.22,62.84,0.859,49.91,1
SENSOR_A05,PLANT_A,2026-06-28T22:48:56.875732Z,489.84,221.36,2.67,67.31,0.854,50.1,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:56.875732Z,236.2,218.89,0.75,55.83,0.861,50.09,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:56.875732Z,216.83,221.88,1.38,55.67,0.888,49.93,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:56.875732Z,250.26,221.36,1.47,59.24,0.873,50.07,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:56.875732Z,116.47,220.03,0.54,46.29,0.854,50.05,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:56.875732Z,109.58,218.21,0.23,46.87,0.875,50.01,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:57.885801Z,484.71,220.91,2.17,66.41,0.857,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:57.885801Z,446.66,218.42,2.33,63.56,0.889,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:57.885801Z,494.92,220.56,2.17,68.89,0.878,49.91,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:57.885801Z,428.9,218.08,1.8,61.59,0.857,49.93,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:57.885801Z,491.42,221.09,2.27,68.94,0.872,50.03,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:57.885801Z,240.93,218.69,0.83,57.46,0.855,49.95,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:57.885801Z,225.57,219.72,1.32,56.67,0.869,50.07,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:57.885801Z,257.2,220.25,0.7,59.11,0.869,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:57.885801Z,119.38,219.73,0.72,45.65,0.883,49.91,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:57.885801Z,113.04,220.0,0.7,44.78,0.857,50.09,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:58.887905Z,482.45,219.72,2.07,67.83,0.87,49.97,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:58.887905Z,460.01,220.21,2.01,63.79,0.871,50.04,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:58.887905Z,488.13,219.47,2.61,69.41,0.856,49.93,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:58.887905Z,443.49,219.33,1.9,61.68,0.851,50.0,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:58.887905Z,481.44,218.05,2.03,68.72,0.863,50.02,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:58.887905Z,228.53,218.33,1.06,55.8,0.861,50.08,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:58.887905Z,220.27,218.57,1.42,53.22,0.856,50.04,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:58.887905Z,253.58,221.64,1.48,60.14,0.887,50.03,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:58.887905Z,104.33,220.11,0.73,49.4,0.853,50.06,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:58.887905Z,113.54,221.94,0.83,45.35,0.854,50.04,0
SENSOR_A01,PLANT_A,2026-06-28T22:48:59.892424Z,474.65,218.14,2.48,65.88,0.867,50.04,0
SENSOR_A02,PLANT_A,2026-06-28T22:48:59.892424Z,452.29,220.52,2.24,65.67,0.879,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:48:59.892424Z,499.26,218.77,2.32,68.7,0.886,49.9,0
SENSOR_A04,PLANT_A,2026-06-28T22:48:59.892424Z,439.61,220.47,1.53,61.76,0.888,49.94,0
SENSOR_A05,PLANT_A,2026-06-28T22:48:59.892424Z,481.75,218.76,1.86,66.66,0.87,50.0,0
SENSOR_B01,PLANT_B,2026-06-28T22:48:59.892424Z,228.46,220.65,0.95,55.19,0.851,49.99,0
SENSOR_B02,PLANT_B,2026-06-28T22:48:59.892424Z,228.15,219.53,1.42,55.67,0.86,50.01,0
SENSOR_B03,PLANT_B,2026-06-28T22:48:59.892424Z,265.78,219.2,0.94,58.29,0.857,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:48:59.892424Z,112.26,219.93,0.67,46.11,0.862,49.94,0
SENSOR_C02,PLANT_C,2026-06-28T22:48:59.892424Z,109.17,220.89,0.03,46.91,0.884,49.97,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:00.899884Z,481.63,219.42,2.46,67.49,0.869,49.92,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:00.899884Z,465.57,218.27,2.26,63.5,0.879,50.05,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:00.899884Z,493.03,221.26,1.85,69.54,0.873,49.95,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:00.899884Z,444.76,220.7,2.17,60.86,0.859,50.1,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:00.899884Z,484.2,219.93,2.29,68.82,0.863,50.05,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:00.899884Z,235.87,219.48,0.97,55.82,0.866,50.07,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:00.899884Z,222.36,221.81,0.53,54.08,0.868,50.01,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:00.899884Z,260.81,218.37,1.47,59.37,0.882,50.07,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:00.899884Z,113.91,219.8,0.7,49.03,0.887,50.03,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:00.899884Z,102.96,219.51,0.38,43.78,0.867,49.92,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:01.908902Z,471.23,220.78,1.64,67.74,0.861,49.98,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:01.908902Z,456.35,220.26,2.55,62.87,0.851,50.07,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:01.908902Z,493.02,220.82,2.09,67.04,0.89,50.02,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:01.908902Z,433.27,220.19,2.22,62.74,0.882,50.04,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:01.908902Z,492.94,219.18,2.11,68.03,0.855,49.94,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:01.908902Z,231.62,220.82,0.63,58.89,0.885,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:01.908902Z,211.11,219.02,0.67,55.76,0.874,50.07,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:01.908902Z,252.15,221.29,1.32,60.68,0.861,50.1,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:01.908902Z,114.68,221.53,0.69,46.71,0.858,50.02,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:01.908902Z,97.05,218.76,0.93,47.44,0.88,49.93,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:02.914852Z,466.53,221.42,1.97,66.48,0.888,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:02.914852Z,448.28,219.34,2.36,66.21,0.86,50.03,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:02.914852Z,497.43,219.19,2.67,69.31,0.858,50.02,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:02.914852Z,428.75,218.25,2.43,59.85,0.868,50.07,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:02.914852Z,487.45,219.67,2.69,68.56,0.879,50.1,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:02.914852Z,238.05,220.65,1.24,55.77,0.881,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:02.914852Z,218.28,219.36,0.84,55.75,0.876,50.06,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:02.914852Z,252.77,219.81,1.59,59.98,0.863,50.09,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:02.914852Z,117.87,221.18,0.12,46.48,0.877,49.97,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:02.914852Z,106.38,218.15,0.8,46.26,0.877,49.9,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:03.920351Z,472.47,221.28,2.41,65.17,0.886,50.05,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:03.920351Z,452.2,218.82,1.67,65.75,0.867,49.9,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:03.920351Z,498.97,221.72,2.73,66.87,0.868,49.98,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:03.920351Z,434.26,219.21,2.05,62.8,0.852,49.93,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:03.920351Z,481.93,221.0,2.59,66.23,0.878,50.03,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:03.920351Z,234.39,218.59,1.52,58.61,0.879,49.9,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:03.920351Z,213.75,221.32,0.79,53.42,0.882,49.93,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:03.920351Z,257.73,218.22,1.25,59.4,0.884,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:03.920351Z,116.19,220.26,0.23,47.29,0.859,50.0,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:03.920351Z,104.42,218.73,0.45,47.53,0.887,49.91,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:04.921667Z,470.71,221.51,1.74,68.23,0.884,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:04.921667Z,450.58,219.58,2.04,65.56,0.855,49.92,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:04.921667Z,485.85,221.05,1.98,69.88,0.882,49.97,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:04.921667Z,428.93,219.09,2.38,62.72,0.874,50.09,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:04.921667Z,487.01,218.93,2.19,69.07,0.866,50.06,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:04.921667Z,242.69,221.11,0.7,55.9,0.87,50.03,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:04.921667Z,219.43,218.51,0.94,55.5,0.859,49.98,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:04.921667Z,254.27,221.29,0.89,59.52,0.853,50.03,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:04.921667Z,109.87,220.42,0.22,48.43,0.865,49.98,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:04.921667Z,113.18,221.14,0.1,45.95,0.879,49.91,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:05.925856Z,469.22,221.19,2.2,64.81,0.863,50.02,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:05.925856Z,450.19,218.12,1.95,66.47,0.866,49.91,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:05.925856Z,487.97,219.11,2.1,67.09,0.876,50.01,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:05.925856Z,444.37,218.8,2.02,63.15,0.875,49.92,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:05.925856Z,482.1,218.08,2.66,67.71,0.86,50.0,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:05.925856Z,228.91,218.12,0.7,55.28,0.86,50.03,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:05.925856Z,210.57,219.09,0.77,56.28,0.854,49.99,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:05.925856Z,262.9,220.26,1.11,59.15,0.866,50.03,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:05.925856Z,117.63,221.08,0.12,45.58,0.866,50.03,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:05.925856Z,111.25,220.99,0.52,44.44,0.878,49.94,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:07.769445Z,478.69,219.91,1.71,66.47,0.857,50.07,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:07.769445Z,458.61,218.9,1.78,65.9,0.868,49.97,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:07.769445Z,502.95,220.12,2.32,68.9,0.886,50.0,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:07.769445Z,947.29,219.75,2.98,62.51,0.881,49.94,1
SENSOR_A05,PLANT_A,2026-06-28T22:49:07.769445Z,493.68,220.34,1.84,66.2,0.862,49.91,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:07.769445Z,227.77,219.01,1.26,55.38,0.851,50.05,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:07.769445Z,209.67,218.2,0.51,53.69,0.86,50.09,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:07.769445Z,256.26,220.35,1.29,60.4,0.856,50.07,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:07.769445Z,104.13,218.02,0.4,46.98,0.889,50.07,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:07.769445Z,109.65,221.44,0.88,47.05,0.886,49.94,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:08.773188Z,475.52,220.73,2.29,65.18,0.882,50.1,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:08.773188Z,457.23,218.32,2.18,65.59,0.881,50.05,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:08.773188Z,491.21,220.97,2.22,67.17,0.877,50.06,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:08.773188Z,437.81,219.79,1.93,61.7,0.88,49.95,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:08.773188Z,487.31,219.19,2.58,66.41,0.864,49.94,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:08.773188Z,235.33,218.77,1.19,56.03,0.865,50.01,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:08.773188Z,212.35,221.76,1.37,54.75,0.863,50.01,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:08.773188Z,264.41,220.92,1.36,60.67,0.851,50.05,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:08.773188Z,116.56,221.59,0.53,46.25,0.855,49.99,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:08.773188Z,99.49,220.8,0.86,43.82,0.853,50.06,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:09.780920Z,471.05,220.88,2.28,67.22,0.851,50.06,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:09.780920Z,452.2,219.86,1.62,65.55,0.852,49.96,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:09.780920Z,490.52,219.78,2.57,68.84,0.878,50.01,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:09.780920Z,435.47,219.93,2.38,60.46,0.858,50.09,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:09.780920Z,477.28,218.82,2.33,67.75,0.572,53.71,1
SENSOR_B01,PLANT_B,2026-06-28T22:49:09.780920Z,227.67,219.1,0.56,57.3,0.88,50.07,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:09.780920Z,218.89,220.48,1.48,53.94,0.857,49.99,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:09.780920Z,254.44,220.31,0.84,59.25,0.856,49.91,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:09.780920Z,117.17,220.21,0.74,47.2,0.881,49.91,0
SENSOR_C02,PLANT_C,2026-06-28T22:49:09.780920Z,97.96,221.68,0.3,43.98,0.851,50.06,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:10.785807Z,470.0,218.86,2.49,65.89,0.888,50.07,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:10.785807Z,448.2,218.05,2.14,62.88,0.876,49.99,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:10.785807Z,487.75,220.93,2.12,69.77,0.86,50.07,0
SENSOR_A04,PLANT_A,2026-06-28T22:49:10.785807Z,433.09,220.93,1.56,62.94,0.877,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:49:10.785807Z,479.54,218.25,2.2,66.62,0.873,49.96,0
SENSOR_B01,PLANT_B,2026-06-28T22:49:10.785807Z,238.88,218.61,0.71,55.73,0.87,49.95,0
SENSOR_B02,PLANT_B,2026-06-28T22:49:10.785807Z,227.74,218.97,0.64,56.16,0.852,49.94,0
SENSOR_B03,PLANT_B,2026-06-28T22:49:10.785807Z,247.24,221.99,1.32,57.17,0.87,49.94,0
SENSOR_C01,PLANT_C,2026-06-28T22:49:10.785807Z,109.79,220.02,0.15,49.02,0.473,54.3,1
SENSOR_C02,PLANT_C,2026-06-28T22:49:10.785807Z,108.64,220.04,0.71,44.39,0.877,50.09,0
SENSOR_A01,PLANT_A,2026-06-28T22:49:11.794764Z,475.24,220.4,1.84,65.2,0.878,50.05,0
SENSOR_A02,PLANT_A,2026-06-28T22:49:11.794764Z,458.74,221.6,1.93,64.8,0.865,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:49:11.794764Z,485.47,221.1,2.3,69.19,0.878,50.09,0
